"","RCAN3","EPS8L3","ACP6","FAM189B","TPR","C4BPA","HHAT","LPGAT1","RPS6KC1","MTR","SLC25A16","PSAP","FRAT2","EIF3A","ZBTB3","NAA40","EHBP1L1","TMEM135","MMP1","CYP27B1","MDM1","SLC35E3","IFT88","UBL3","NAA16","ATP7B","CDC16","GTF2A1","RFX7","PIAS1","CALML4","ABAT","AMFR","RAP1GAP2","KRT12","HOXB5","SPATA20","MBTD1","NAPG","IMPACT","POLI","KDSR","VPS4B","CIRBP","CEACAM7","ZNF226","ZNF587","MZF1","LTBP1","DYNC2LI1","MTIF2","ALMS1","TTC31","TBC1D8","MFSD9","RAB22A","SLC2A11","BAIAP2L2","CBX7","GRAMD4","DENND6B","ROBO1","TFDP2","RSRC1","SEC62","KLHL24","UBXN7","DCAF16","LIAS","GALNT7","DCTD","ANKRA2","RHOBTB3","KIF3A","SMAD5","TRIM52","ATXN1","DDX43","PEX7","GPNMB","KRIT1","KCND2","TMEM209","DDHD2","ERMP1","MLLT3","PLAA","IFT74","UBAP2","XPA","GNL3L","ARHGEF9","APOOL","MBNL3"
"Series6_A549.ACE2_Mock_2",3.04452243772342,2.484906649788,2.89037175789616,3.85014760171006,5.67675380226828,2.56494935746154,3.3322045101752,4.98360662170834,3.8286413964891,4.46590811865458,3.36729582998647,8.17018565287964,3.13549421592915,6.32435896238131,1.6094379124341,3.58351893845611,4.34380542185368,4.35670882668959,0,1.94591014905531,2.39789527279837,3.61091791264422,3.25809653802148,4.11087386417331,3.3322045101752,1.38629436111989,4.59511985013459,4.45434729625351,5.18738580584075,4.23410650459726,2.484906649788,2.19722457733622,4.69134788222914,3.3322045101752,0,2.70805020110221,5.52545293913178,3.80666248977032,3.89182029811063,3.68887945411394,2.99573227355399,3.85014760171006,4.67282883446191,4.44265125649032,0.693147180559945,3.49650756146648,4.07753744390572,3.63758615972639,4.40671924726425,3.29583686600433,4.88280192258637,2.77258872223978,3.78418963391826,4.74493212836325,3.40119738166216,4.23410650459726,3.09104245335832,3.13549421592915,2.39789527279837,3.46573590279973,2.19722457733622,4.51085950651685,3.95124371858143,3.25809653802148,5.18738580584075,3.09104245335832,3.29583686600433,2.94443897916644,2.83321334405622,5.37063802812766,4.43081679884331,4.04305126783455,4.17438726989564,3.36729582998647,4.78749174278205,3.43398720448515,3.58351893845611,0,2.63905732961526,1.79175946922805,4.12713438504509,0.693147180559945,2.94443897916644,4.12713438504509,5.44673737166631,4.9416424226093,4.15888308335967,3.93182563272433,5.02388052084628,3.3322045101752,4.99043258677874,3.04452243772342,3.91202300542815,0
"Series6_A549.ACE2_Mock_3",4.87519732320115,4.29045944114839,4.77912349311153,6.00388706710654,7.49554194388426,3.85014760171006,5.69035945432406,6.76734312526539,5.93753620508243,6.30991827822652,5.19295685089021,10.2466516344469,5.31320597904179,8.22871079879369,3.40119738166216,5.65248918026865,6.45047042214418,6.06842558824411,0,3.8286413964891,4.02535169073515,5.60947179518496,4.9416424226093,5.64544689764324,5.12396397940326,4.02535169073515,6.60934924316738,6.17170059741091,6.90274273715859,6.13339804299665,4.29045944114839,3.09104245335832,6.79122146272619,5.57594910314632,0,4.55387689160054,7.68294316987829,5.80513496891649,5.47227067367148,5.12989871492307,4.66343909411207,5.68357976733868,6.42971947803914,6.46146817635372,2.07944154167984,5.59098698051086,5.90536184805457,5.64544689764324,6.57507584059962,5.15329159449778,6.55250788703459,4.47733681447821,5.93489419561959,6.81124437860129,5.59842195899838,6.06378520868761,4.95582705760126,5.27811465923052,4.36944785246702,5.36129216570943,4.29045944114839,6.29710931993394,5.76205138278018,5.2040066870768,7.11069612297883,4.9272536851572,5.14166355650266,4.55387689160054,4.94875989037817,7.22037383672395,6.3818160174061,5.93753620508243,5.84932477994686,5.15905529921453,6.63856778916652,5.26785815906333,5.67332326717149,0,3.46573590279973,3.3322045101752,6.19847871649231,0,5.13579843705026,5.9427993751267,7.41457288135059,6.84587987526405,5.97635090929793,5.39362754635236,6.90675477864855,5.33753807970132,6.95272864462487,5.01063529409626,5.7037824746562,0
"Series6_A549.ACE2_SARS.CoV.2_1",3.63758615972639,3.40119738166216,3.78418963391826,4.7361984483945,7.08757370555797,2.19722457733622,4.14313472639153,6.29156913955832,4.86753445045558,5.03695260241363,4.12713438504509,8.0123496393278,4.0943445622221,7.35500192110526,2.484906649788,4.63472898822964,5.34233425196481,4.75359019110636,1.6094379124341,3.55534806148941,3.52636052461616,4.33073334028633,4.02535169073515,5.13579843705026,4.56434819146784,2.07944154167984,5.37989735354046,5.47646355193151,6.64768837356333,5.08759633523238,3.17805383034795,3.04452243772342,5.54126354515843,4.07753744390572,0,2.77258872223978,6.37161184723186,5.07517381523383,4.62497281328427,4.06044301054642,4.27666611901606,4.35670882668959,5.3890717298165,5.50533153593236,0,5.08140436498446,5.5683445037611,4.81218435537242,4.85981240436167,4.18965474202643,5.40717177146012,3.78418963391826,5.2257466737132,5.7037824746562,4.27666611901606,5.26269018890489,3.46573590279973,4.26267987704132,2.19722457733622,4.44265125649032,2.19722457733622,5.31320597904179,4.31748811353631,4.29045944114839,6.07993319509559,4.26267987704132,4.86753445045558,3.68887945411394,3.76120011569356,6.08677472691231,5.41610040220442,5.32787616878958,4.77912349311153,4.34380542185368,5.87493073085203,4.64439089914137,4.33073334028633,0,2.94443897916644,2.484906649788,5.07517381523383,0.693147180559945,4.46590811865458,4.86753445045558,5.76519110278484,5.88610403145016,4.78749174278205,4.71849887129509,5.79301360838414,4.44265125649032,5.93753620508243,3.95124371858143,4.57471097850338,0
"Series6_A549.ACE2_SARS.CoV.2_2",2.56494935746154,1.94591014905531,2.63905732961526,3.66356164612965,5.55295958492162,1.79175946922805,1.94591014905531,5.03695260241363,3.71357206670431,3.8286413964891,2.83321334405622,6.91671502035361,2.70805020110221,6.02344759296103,2.07944154167984,3.13549421592915,4.29045944114839,3.85014760171006,0,1.79175946922805,1.79175946922805,3.46573590279973,2.83321334405622,4.0943445622221,2.70805020110221,2.19722457733622,4.06044301054642,4.14313472639153,5.24702407216049,3.71357206670431,2.19722457733622,1.38629436111989,4.23410650459726,3.17805383034795,0,2.19722457733622,5.08759633523238,3.8286413964891,3.55534806148941,3.2188758248682,2.89037175789616,3.43398720448515,4.27666611901606,4.21950770517611,0,3.89182029811063,3.87120101090789,3.3322045101752,3.71357206670431,2.89037175789616,4.17438726989564,2.39789527279837,3.80666248977032,4.46590811865458,3.3322045101752,3.78418963391826,1.79175946922805,2.99573227355399,1.79175946922805,3.49650756146648,2.07944154167984,4.0943445622221,2.83321334405622,3.04452243772342,4.8283137373023,2.77258872223978,3.13549421592915,2.70805020110221,2.39789527279837,4.65396035015752,3.8286413964891,4.12713438504509,3.91202300542815,3.2188758248682,4.83628190695148,3.66356164612965,3.61091791264422,0,1.94591014905531,1.09861228866811,4.27666611901606,0,3.04452243772342,3.95124371858143,4.66343909411207,4.36944785246702,3.91202300542815,3.13549421592915,4.34380542185368,3.25809653802148,4.58496747867057,2.77258872223978,3.3322045101752,0
"Series6_A549.ACE2_SARS.CoV.2_3",1.79175946922805,2.484906649788,2.30258509299405,3.36729582998647,5.53733426701854,0.693147180559945,3.09104245335832,5.08140436498446,3.25809653802148,3.80666248977032,2.484906649788,6.7428806357919,2.39789527279837,6.07764224334903,0,2.94443897916644,3.87120101090789,3.71357206670431,0,1.6094379124341,2.56494935746154,3.13549421592915,3.17805383034795,3.73766961828337,3.09104245335832,1.94591014905531,4.35670882668959,3.91202300542815,5.22035582507832,3.68887945411394,1.94591014905531,0.693147180559945,4.07753744390572,2.77258872223978,0,2.30258509299405,4.81218435537242,3.89182029811063,3.17805383034795,2.56494935746154,3.09104245335832,3.36729582998647,3.36729582998647,3.87120101090789,0,3.61091791264422,4.18965474202643,3.2188758248682,3.58351893845611,2.83321334405622,4.30406509320417,2.484906649788,3.58351893845611,4.52178857704904,2.94443897916644,3.40119738166216,2.30258509299405,1.79175946922805,1.6094379124341,2.99573227355399,1.79175946922805,4.35670882668959,3.29583686600433,3.04452243772342,4.76217393479776,2.70805020110221,3.61091791264422,2.63905732961526,2.70805020110221,5.02388052084628,3.71357206670431,3.73766961828337,3.73766961828337,2.89037175789616,4.62497281328427,3.13549421592915,2.99573227355399,0,1.6094379124341,2.30258509299405,3.89182029811063,0,3.09104245335832,3.68887945411394,4.66343909411207,4.63472898822964,3.85014760171006,3.43398720448515,4.44265125649032,3.04452243772342,4.52178857704904,2.30258509299405,3.2188758248682,0
"Series7_Calu3_Mock_1",4.69134788222914,5.61677109766657,6.79570577517351,5.47646355193151,7.21670948670946,1.6094379124341,4.02535169073515,6.50428817353665,5.29831736654804,5.62401750618734,4.20469261939097,9.26842058305271,4.70048036579242,7.20489251020467,2.70805020110221,5.64544689764324,6.97541392745595,4.17438726989564,6.87935580446044,2.56494935746154,4.81218435537242,4.12713438504509,4.51085950651685,5.12396397940326,4.58496747867057,4.07753744390572,4.91265488573605,5.54517744447956,5.12989871492307,5.5834963087817,4.75359019110636,4.39444915467244,7.00760061395185,5.47646355193151,2.19722457733622,4.70953020131233,5.85507192220243,5.77765232322266,5.84354441703136,5.32300997913841,4.31748811353631,6.0591231955818,6.37842618365159,6.07534603108868,4.47733681447821,4.91265488573605,5.74620319054015,4.26267987704132,5.62040086571715,5.23644196282995,5.83188247728352,4.82028156560504,4.91265488573605,5.11799381241676,4.56434819146784,6.45204895443723,4.24849524204936,5.39362754635236,4.56434819146784,6.10031895202006,4.07753744390572,5.57215403217776,6.07073772800249,5.65248918026865,7.49665243816828,5.27811465923052,4.59511985013459,4.91998092582813,4.07753744390572,5.94803498918065,6.12029741895095,4.60517018598809,5.26785815906333,4.9272536851572,6.29710931993394,3.46573590279973,4.26267987704132,4.48863636973214,3.61091791264422,3.87120101090789,4.71849887129509,2.83321334405622,5.25749537202778,6.3456363608286,5.83773044716594,5.15905529921453,5.48479693349065,4.29045944114839,5.89989735358249,3.61091791264422,5.81413053182507,4.88280192258637,5.65948221575962,4.86753445045558
"Series7_Calu3_Mock_2",5.08759633523238,6.25958146406492,7.42297125104942,6.12029741895095,7.54115245513631,2.19722457733622,4.62497281328427,6.70808408385307,5.76205138278018,5.92425579741453,4.68213122712422,9.9140317664118,5.20948615284142,7.47873482556787,3.73766961828337,6.25382881157547,7.80220931624712,4.11087386417331,7.40062057737113,2.89037175789616,5.07517381523383,4.63472898822964,4.91265488573605,5.41164605185504,4.66343909411207,4.57471097850338,5.28320372873799,5.40717177146012,5.20948615284142,5.93753620508243,5.40267738187228,4.91265488573605,7.63482067774554,5.89989735358249,3.09104245335832,5.68697535633982,6.45519856334012,5.57972982598622,6.20050917404269,5.58724865840025,4.81218435537242,6.43133108193348,6.4723462945009,6.7990558620588,4.62497281328427,5.40717177146012,6.08677472691231,5.01727983681492,5.95064255258773,5.7268477475872,6.10255859461357,5.19295685089021,5.52146091786225,5.70711026474888,5.37989735354046,6.79346613258001,4.99721227376411,6.2363695902037,5.46383180502561,6.63725803128446,4.76217393479776,5.59098698051086,6.62273632394984,6.04973345523196,7.73105314400713,5.37063802812766,4.62497281328427,5.16478597392351,4.64439089914137,5.94542060860658,6.60258789218934,5.01063529409626,5.41610040220442,5.06259503302697,6.27476202124194,3.68887945411394,4.91265488573605,4.88280192258637,4.14313472639153,4.26267987704132,4.85203026391962,2.30258509299405,5.25749537202778,6.64378973314767,6.32435896238131,5.44241771052179,5.91350300563827,4.69134788222914,6.27664348934164,3.95124371858143,6.15697898558556,5.52545293913178,5.71373280550937,4.63472898822964
"Series7_Calu3_Mock_3",6.04500531403601,7.11395610956603,8.20631072579402,6.76388490856244,8.44698529637274,3.85014760171006,5.54126354515843,7.75619534394812,6.67076632084587,6.98656645940643,5.59842195899838,10.7219890342488,5.66988092298052,8.47052078321781,4.55387689160054,7.16317239084664,8.52018870039604,5.18178355029209,8.2451219664786,4.17438726989564,5.82304589548302,5.77765232322266,5.77455154554441,6.45362499889269,5.66296048013595,5.55682806169954,6.01859321449623,6.62140565176413,6.47697236288968,6.90073066404517,6.17170059741091,5.92425579741453,8.46484671104403,7.01031186730723,3.61091791264422,6.24416690066374,7.23056315340929,6.85435450225502,7.07749805356923,6.60123011872888,5.61677109766657,7.20637729147225,7.59588991771854,7.54168309988211,5.61312810638807,6.18826412308259,7.47816969415979,5.83188247728352,6.99301512293296,6.46614472423762,7.00306545878646,6.27476202124194,6.40687998606931,6.63463335786169,6.37672694789863,7.76302130901852,5.82304589548302,6.90173720665657,6.28226674689601,7.46336304552002,5.33753807970132,6.9177056098353,7.49052940206071,6.86380339145295,8.60630236648801,6.57646956904822,5.98896141688986,6.34738920965601,5.39362754635236,7.17548971362422,7.50218648660292,5.91350300563827,6.53524127101366,6.16331480403464,7.54009032014532,5.20948615284142,5.82008293035236,5.78382518232974,5.15905529921453,5.31320597904179,6.04263283368238,4.17438726989564,6.47389069635227,7.68753876620163,7.37838371299671,6.34388043412633,6.87626461189077,5.37063802812766,7.32843735289516,4.60517018598809,7.35883089834235,6.35262939631957,6.94119005506837,5.84643877505772
"Series7_Calu3_SARS.CoV.2_1",5.54517744447956,6.78219205600679,7.0352685992811,5.68017260901707,7.93701748951545,1.79175946922805,4.66343909411207,7.29709100516042,6.40687998606931,6.3135480462771,5.03695260241363,9.80101176094689,4.71849887129509,7.9298464297425,4.27666611901606,6.08677472691231,7.63433723562832,5.01063529409626,7.59287028784482,3.36729582998647,5.01727983681492,4.77912349311153,4.91265488573605,6.06145691892802,5.18178355029209,4.71849887129509,5.38449506278909,5.8805329864007,6.22851100359118,6.6052979209482,5.59471137960184,4.95582705760126,7.82324569068552,6.71295620067707,3.80666248977032,5.18738580584075,6.48616078894409,6.29341927884648,6.4831073514572,6.03548143252476,5.42053499927229,6.85118492749374,7.13329595489607,6.73101810048208,5.72031177660741,5.83188247728352,6.80461452006262,4.12713438504509,6.35957386867238,5.71373280550937,6.5206211275587,5.38449506278909,5.48479693349065,6.383506634884,5.69035945432406,6.98378996525813,4.83628190695148,6.59714570188665,5.76519110278484,6.82654522355659,4.14313472639153,5.87211778947542,6.68210859744981,6.2841341610708,8.11880299698004,6.41345895716736,5.66988092298052,5.59842195899838,4.91998092582813,6.44571981938558,6.70196036600254,5.71373280550937,6.23441072571837,5.74939298590825,6.75925527066369,4.67282883446191,5.79301360838414,6.0330862217988,4.35670882668959,4.00733318523247,5.59471137960184,3.49650756146648,6.05443934626937,7.26192709270275,6.61606518513282,6.23244801655052,6.35262939631957,4.78749174278205,6.53233429222235,3.98898404656427,6.47850964220857,5.13579843705026,6.22059017009974,4.72738781871234
"Series7_Calu3_SARS.CoV.2_2",5.14166355650266,6.19440539110467,6.43294009273918,5.09375020080676,7.38398945797851,2.30258509299405,4.07753744390572,6.75460409948796,5.81413053182507,5.88332238848828,4.14313472639153,9.13032266399015,3.87120101090789,7.23201033166476,3.95124371858143,5.4553211153577,7.01750614294126,4.43081679884331,6.89365635460264,2.39789527279837,4.4188406077966,3.95124371858143,4.29045944114839,5.60947179518496,4.39444915467244,4.07753744390572,4.78749174278205,5.53338948872752,5.84643877505772,5.99645208861902,4.85981240436167,4.24849524204936,7.14361760270412,6.11809719804135,2.94443897916644,4.83628190695148,5.9427993751267,5.85793315448346,6.13772705408623,5.47646355193151,5.03043792139244,6.43294009273918,6.57646956904822,5.9295891433899,5.01727983681492,5.36597601502185,6.10255859461357,3.68887945411394,5.57972982598622,5.23110861685459,5.91889385427315,4.67282883446191,4.75359019110636,5.77765232322266,4.83628190695148,6.48768401848461,3.89182029811063,5.99645208861902,5.12396397940326,6.23244801655052,3.71357206670431,5.28826703069454,6.22059017009974,5.79605775076537,7.57609734062311,6.01859321449623,5.03695260241363,5.17048399503815,4.75359019110636,5.87211778947542,6.06842558824411,5.2040066870768,5.54907608489522,5.40717177146012,6.10479323241498,3.58351893845611,5.26785815906333,5.47227067367148,4.00733318523247,3.52636052461616,5.08759633523238,3.09104245335832,5.32300997913841,6.6052979209482,5.96614673912369,5.68357976733868,5.92425579741453,4.29045944114839,5.6937321388027,3.40119738166216,5.80211837537706,4.78749174278205,5.6970934865054,3.76120011569356
"Series7_Calu3_SARS.CoV.2_3",5.50938833662798,6.85646198459459,7.05185562295589,5.72358510195238,7.84854348245668,2.30258509299405,4.54329478227,7.18765716411496,6.25766758788264,6.24222326545517,4.9272536851572,9.84755192020583,4.9416424226093,7.81561053203519,4.46590811865458,5.90536184805457,7.74975340627444,4.61512051684126,7.43248380791712,3.49650756146648,5.03043792139244,4.68213122712422,4.70048036579242,6.1463292576689,4.9416424226093,4.65396035015752,5.41164605185504,5.77765232322266,6.26149168432104,6.54821910276237,5.61677109766657,4.75359019110636,7.87473912517181,6.71538338633468,3.58351893845611,5.25227342804663,6.59714570188665,6.22851100359118,6.47697236288968,6.00388706710654,5.48063892334199,6.85856503479136,7.01929665371504,6.73459165997295,5.81413053182507,5.75890177387728,6.84694313958538,4.63472898822964,6.37161184723186,5.72031177660741,6.4085287910595,5.18178355029209,5.54907608489522,6.46925031679577,5.76832099579377,6.94408720822953,4.84418708645859,6.77536609093639,5.7037824746562,6.89568269774787,4.52178857704904,5.87211778947542,6.77650699237218,6.13988455222626,7.98684490116138,6.361302477573,5.52942908751142,5.50125821054473,4.82028156560504,6.37842618365159,6.71295620067707,5.8171111599632,5.94542060860658,5.78382518232974,6.5694814204143,4.43081679884331,5.84932477994686,5.77765232322266,4.40671924726425,4.06044301054642,5.55682806169954,3.17805383034795,6.07993319509559,7.16162200293919,6.57228254269401,6.2841341610708,6.35957386867238,4.86753445045558,6.52502965784346,4.31748811353631,6.58479139238572,5.21493575760899,6.29341927884648,4.34380542185368
"Series8_A549_Mock_1",3.49650756146648,3.2188758248682,4.46590811865458,4.95582705760126,5.06890420222023,1.09861228866811,2.07944154167984,4.93447393313069,3.04452243772342,3.40119738166216,3.09104245335832,8.15104494568502,3.25809653802148,5.05624580534831,2.70805020110221,3.97029191355212,6.13556489108174,2.70805020110221,0,1.94591014905531,1.6094379124341,2.484906649788,2.89037175789616,2.484906649788,1.79175946922805,1.38629436111989,5.45958551414416,3.3322045101752,3.29583686600433,4.12713438504509,3.49650756146648,1.38629436111989,5.34233425196481,2.70805020110221,0,3.13549421592915,6.60665018619822,1.79175946922805,3.49650756146648,2.39789527279837,2.484906649788,4.11087386417331,2.89037175789616,5.51342874616498,0.693147180559945,3.91202300542815,3.91202300542815,4.91998092582813,1.79175946922805,3.09104245335832,4.89034912822175,3.29583686600433,4.17438726989564,4.38202663467388,2.70805020110221,4.0943445622221,3.95124371858143,4.77068462446567,1.6094379124341,2.99573227355399,3.36729582998647,2.89037175789616,4.66343909411207,2.56494935746154,6.32256523992728,1.79175946922805,2.77258872223978,2.07944154167984,3.68887945411394,2.89037175789616,4.81218435537242,2.30258509299405,2.39789527279837,2.94443897916644,3.55534806148941,0.693147180559945,1.79175946922805,0,2.39789527279837,0,2.484906649788,0,1.94591014905531,3.49650756146648,4.39444915467244,3.52636052461616,4.24849524204936,3.89182029811063,5.06259503302697,3.8286413964891,4.84418708645859,4.15888308335967,2.99573227355399,0
"Series8_A549_Mock_2",4.31748811353631,3.68887945411394,4.60517018598809,5.37527840768417,7.10002716662926,2.19722457733622,3.80666248977032,6.5366915975913,5.02388052084628,5.54126354515843,4.15888308335967,8.63550941823428,3.93182563272433,7.76853330092603,2.77258872223978,5.4380793089232,6.28599809450886,4.74493212836325,1.09861228866811,2.77258872223978,4.38202663467388,4.67282883446191,4.54329478227,4.63472898822964,4.14313472639153,4.33073334028633,5.76832099579377,5.13579843705026,5.60947179518496,5.50938833662798,4.33073334028633,2.30258509299405,6.28599809450886,5.26785815906333,0,4.04305126783455,6.76272950693188,4.63472898822964,4.59511985013459,4.58496747867057,3.98898404656427,5.04985600724954,5.27299955856375,5.78074351579233,1.09861228866811,4.33073334028633,4.8283137373023,4.76217393479776,5.08140436498446,4.43081679884331,5.91079664404053,5.12989871492307,5.18178355029209,6.49677499018586,4.70048036579242,5.26785815906333,3.63758615972639,4.07753744390572,3.73766961828337,4.88280192258637,2.89037175789616,5.54517744447956,5.34710753071747,4.78749174278205,6.46458830368996,4.11087386417331,4.80402104473326,4.12713438504509,3.76120011569356,5.95583736946483,5.89715386763674,4.11087386417331,4.89783979995091,4.86753445045558,5.61312810638807,3.76120011569356,4.48863636973214,0,3.40119738166216,1.6094379124341,5.23644196282995,0,4.91265488573605,5.63478960316925,6.46614472423762,5.15329159449778,5.41610040220442,4.9272536851572,6.14846829591765,4.4188406077966,5.98645200528444,4.77068462446567,4.87519732320115,0
"Series8_A549_Mock_3",4.91265488573605,4.58496747867057,5.14166355650266,5.94017125272043,7.73149202924568,2.63905732961526,4.17438726989564,7.4205789054108,5.50533153593236,6.17378610390194,4.44265125649032,9.20109779060925,4.78749174278205,8.33062262033287,3.87120101090789,5.8664680569333,6.86484777797086,5.56452040732269,0,3.09104245335832,4.98360662170834,4.85203026391962,5.11198778835654,5.39816270151775,4.98360662170834,4.69134788222914,6.29894924685594,5.98393628068719,6.3279367837292,6.13339804299665,4.74493212836325,2.77258872223978,6.88243747099785,5.86078622346587,0,4.4188406077966,7.29573507274928,5.12989871492307,5.09375020080676,5.37063802812766,4.64439089914137,5.5834963087817,5.78382518232974,6.31716468674728,2.63905732961526,4.88280192258637,5.57594910314632,4.97673374242057,5.87211778947542,5.04985600724954,6.47850964220857,5.73657229747919,5.88610403145016,7.15773548424991,5.07517381523383,5.85220247977447,4.11087386417331,4.82028156560504,4.55387689160054,5.29330482472449,3.40119738166216,6.13556489108174,5.98896141688986,5.42053499927229,7.1731917424866,5.06259503302697,5.29831736654804,4.70953020131233,4.43081679884331,6.7286286130847,6.41017488196617,4.77068462446567,5.53338948872752,5.54126354515843,6.18414889093748,4.55387689160054,4.9272536851572,0,3.52636052461616,2.83321334405622,5.83773044716594,0,5.7037824746562,6.28226674689601,7.06390396147207,5.86929691313377,6.18208490671663,5.70711026474888,6.65672652417839,4.56434819146784,6.71780469502369,5.24174701505964,5.51342874616498,0
"Series8_A549_RSV_1",5.11198778835654,3.09104245335832,5.02388052084628,5.93489419561959,8.01135510916129,2.07944154167984,4.02535169073515,7.61035761831284,6.5191472879404,6.13772705408623,4.67282883446191,9.80741708378539,4.45434729625351,8.56674497024549,3.61091791264422,6.01859321449623,7.83082299513532,5.88610403145016,4.56434819146784,3.2188758248682,4.77912349311153,5.47646355193151,5.01727983681492,5.31811999384422,5.35185813347607,4.58496747867057,6.66057514983969,5.93489419561959,6.33859407820318,6.37672694789863,4.66343909411207,3.87120101090789,7.10496544826984,6.48157712927643,0,4.17438726989564,6.65027904858742,5.15329159449778,5.62762111369064,5.04985600724954,4.49980967033027,6.85435450225502,6.32435896238131,6.08677472691231,1.09861228866811,5.05624580534831,5.6970934865054,5.12989871492307,7.24779258176785,5.11799381241676,6.66568371778241,5.96870755998537,5.8171111599632,7.20489251020467,5.44673737166631,6.58063913728495,3.85014760171006,4.51085950651685,4.64439089914137,5.27811465923052,2.89037175789616,6.76272950693188,5.70711026474888,5.605802066296,7.58324752430336,5.13579843705026,5.74939298590825,4.55387689160054,4.36944785246702,6.61204103483309,6.67076632084587,4.84418708645859,5.23644196282995,5.77765232322266,6.17170059741091,4.68213122712422,5.64544689764324,0,4.04305126783455,1.79175946922805,6.20253551718792,0,5.68357976733868,6.55677835615804,7.00215595440362,6.11146733950268,6.71901315438526,5.54907608489522,7.01750614294126,5.09375020080676,6.90475076996184,5.24174701505964,5.79301360838414,1.6094379124341
"Series8_A549_RSV_2",4.34380542185368,2.77258872223978,3.76120011569356,5.39816270151775,7.10496544826984,1.38629436111989,3.3322045101752,6.75576892198425,5.6970934865054,5.34233425196481,3.8286413964891,9.22365138603585,3.97029191355212,7.81561053203519,2.94443897916644,5.38449506278909,7.26473017792987,5.08140436498446,3.71357206670431,2.83321334405622,4.00733318523247,4.70048036579242,4.56434819146784,4.45434729625351,4.68213122712422,4.02535169073515,5.70711026474888,5.27811465923052,5.54126354515843,5.62762111369064,4.15888308335967,2.99573227355399,6.3491389913798,5.91889385427315,0,3.73766961828337,6.10479323241498,4.33073334028633,4.90527477843843,4.33073334028633,3.66356164612965,6.0913098820777,5.66988092298052,5.63835466933375,0,4.0943445622221,5.01727983681492,4.38202663467388,6.45047042214418,4.56434819146784,5.8636311755981,5.10594547390058,5.18738580584075,6.65286302935335,4.64439089914137,5.73657229747919,3.68887945411394,4.20469261939097,4.04305126783455,4.7361984483945,2.07944154167984,6.01615715969835,4.80402104473326,4.88280192258637,6.84800527457636,4.53259949315326,4.87519732320115,4.17438726989564,3.87120101090789,5.65948221575962,6.00141487796115,4.00733318523247,4.46590811865458,4.94875989037817,5.39362754635236,4.0943445622221,5.03043792139244,0,3.09104245335832,1.94591014905531,5.61677109766657,0,4.89034912822175,5.64190707093811,6.0913098820777,5.21493575760899,5.8111409929767,4.96284463025991,6.47850964220857,4.33073334028633,6.21260609575152,4.70048036579242,5.04342511691925,1.38629436111989
"Series8_A549_RSV_3",5.15905529921453,3.04452243772342,4.59511985013459,5.88610403145016,7.88683299895506,1.79175946922805,3.98898404656427,7.48436864328613,6.41999492814714,6.10702288774225,4.36944785246702,9.65059330557001,4.57471097850338,8.48094405874112,3.17805383034795,5.79605775076537,7.84109976542212,5.82304589548302,4.31748811353631,3.36729582998647,4.63472898822964,5.40267738187228,5.12396397940326,5.10594547390058,5.34710753071747,4.45434729625351,6.46458830368996,6.06842558824411,6.22455842927536,6.31535800152233,4.68213122712422,3.04452243772342,6.82654522355659,6.383506634884,0,4.21950770517611,6.52649485957079,5.14166355650266,5.63478960316925,5.14749447681345,4.43081679884331,6.64639051484773,6.22455842927536,5.91079664404053,1.09861228866811,4.85981240436167,5.75574221358691,4.8283137373023,6.9555926083963,5.09375020080676,6.72982407048948,5.8171111599632,5.66642668811243,7.00850518208228,5.35185813347607,6.56103066589657,3.89182029811063,4.54329478227,4.31748811353631,5.2257466737132,3.04452243772342,6.54821910276237,5.52942908751142,5.59842195899838,7.57250298502038,5.14749447681345,5.59842195899838,4.83628190695148,4.38202663467388,6.52502965784346,6.46614472423762,4.62497281328427,5.15329159449778,5.73009978297357,6.09356977004514,4.69134788222914,5.5834963087817,0,3.55534806148941,2.30258509299405,6.18620862390049,0,5.605802066296,6.25190388316589,6.8596149036542,5.96614673912369,6.57368016696065,5.60947179518496,6.94697599213542,5.13579843705026,7.0475172213573,5.06259503302697,5.78689738136671,1.6094379124341
